id,pub_author,out_type_1,out_label_1,out_tit_1,out_type_2,out_label_2,out_tit_2,out_type_3,out_label_3,out_tit_3,out_type_4,out_label_4,out_tit_4,out_type_5,out_label_5,out_tit_5,out_type_6,out_label_6,out_tit_6,out_type_7,out_label_7,out_tit_7,out_type_8,out_label_8,out_tit_8,out_type_9,out_label_9,out_tit_9,out_type_10,out_label_10,out_tit_10,out_type_11,out_label_11,out_tit_11,out_type_12,out_label_12,out_tit_12,out_type_13,out_label_13,out_tit_13,out_type_14,out_label_14,out_tit_14,out_type_15,out_label_15,out_tit_15,out_type_16,out_label_16,out_tit_16,out_type_17,out_label_17,out_tit_17,out_type_18,out_label_18,out_tit_18,out_type_19,out_label_19,out_tit_19,out_type_20,out_label_20,out_tit_20
38224168,Adey (1990),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Piagetian Reasoning Task-Main Experiment (Gain Score),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224167,Adey (2002),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Drawing (ANCOVA),['Other outcome'],Primary outcome,Piagetian Conservation (ANCOVA),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38223978,Aleven (2002) 1_1,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Geometry Test (ANOVA),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Mastery threshold on maths,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294883,Aleven (2002) 1_2,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Geometry Test  (Answer)- Metacognition,['Other outcome'],Secondary outcome(s),Geometry Test  (Reason)- Metacognition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224142,Alfassi (1998),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,MGRT - Reading Comprehension (posttest means/SDs),['Other outcome'],Secondary outcome(s),MGRT-Vocabulory (Posttest means/SDs),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38223979,Allen (2008),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Oregon State Assessment (gain score mean/SDs),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224037,Allsopp (1997),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Algebra and Word solving,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224143,Alvermann (1988),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Reading Ability (ANCOVA),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38223819,Anderson (2001),"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",Primary outcome,Draft outline (Strong justification) - Metacognition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38223935,Andre (1978) 1_1,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Achievement Test (f-test),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294884,Andre (1978) 1_2,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Achievement Test (posttest means/SDs),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224038,Ashman (1993),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,CATIM,['Reading primary outcome'],Primary outcome,TORCH,['Writing and spelling primary outcome.'],Secondary outcome(s),SAST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224144,Baumann (1984),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Main Idea Comprehension - Strategy vs Control,['Other outcome'],Secondary outcome(s),Main Idea Comprehension - Basal vs Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38223937,Bean (1984),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Nelson Reading Test (ANOVA),['Other outcome'],Secondary outcome(s),Summarization (ANOVA),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224039,Benito (1993),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Stanford Diagnostic Reading Test (ANOVA),['Other outcome'],Secondary outcome(s),Social Studies Measure (ANOVA),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47269769,Berkeley (2007) MSR,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Main Idea Test,['Other outcome'],Secondary outcome(s),Passage Test Total Score,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224040,Bimmel (2001),['Other outcome'],Secondary outcome(s),L2 (English) - posttest means/SDs,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,L1 - Dutch: reading comprehension,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38223980,Blank (2000),"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Ecology Assessment (post test means/SDs),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224042,Bornas (1992) 1_1,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Reading comprehension - metacognition,['Mathematics primary outcome'],Secondary outcome(s),Mathematics accuracy - metacognition ,['Other outcome'],Secondary outcome(s),Academic performance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294888,Bornas (1992) 1_2,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Reading comprehension - metacognition,['Mathematics primary outcome'],Secondary outcome(s),Mathematics accuracy - metacognition,['Other outcome'],Secondary outcome(s),Academic performance - metacognition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224145,Bossert (1995),['Other outcome'],Secondary outcome(s),Frequency of text re-exposure following a question - metacognition,"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Response accuracy - metacognition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224086,Boulware-Gooden (2007),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,GSRT-Reading Comprehension ,['Other outcome'],Secondary outcome(s),Criterion Vocabulory Test ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224147,Brill (1984),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,RCTT,['Other outcome'],Secondary outcome(s),ERCT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38223834,Brown (1968),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,CTSS-Final Test (ANOVA),['Other outcome'],Secondary outcome(s),Morse-McCune Test (ANOVA),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38223982,Bruce (2001) 1_1,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,PAT Comprehension (Cond. 1 vs 2),['Other outcome'],Secondary outcome(s),St Lucia Word Reading Test (1 vs 2 - ANOVA),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294892,Bruce (2001) 1_2,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,PAT Comprehension Scores (ANOVA),['Other outcome'],Secondary outcome(s),St Lucia Word Reading Test (ANOVA),['Other outcome'],Secondary outcome(s),Word Identification (ANOVA),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224088,Brunstein (2011),"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",Primary outcome,Story Quality,['Other outcome'],Secondary outcome(s),Writing knowledge,['Other outcome'],Secondary outcome(s),Story Plans,['Other outcome'],Secondary outcome(s),Text Revisions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47269779,Burke (1992) MSR,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Chapter 4 results (T4) - Table 1 p18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38223984,Camahalan (2006),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,MAT-both grades (f test),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38223985,Cantrell (2010) 1_1,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,GRADE: NCE - Gr6,['Other outcome'],Secondary outcome(s),GRADE:GSV - Metacogn.-Gr6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294897,Cantrell (2010) 1_2,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,GRADE_ NCE - Metacogn. - Gr9,['Other outcome'],Secondary outcome(s),GRADE:GSV - Metacogn. Gr9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224043,Cardelle-Elawar (1992) 1_1,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Mathematics Achievement (ANOVA),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294898,Cardelle-Elawar (1992) 1_2,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Mathematics Achievement (ANOVA) exp2 vs control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224044,Cardelle-Elawar (1995),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Mathematics Achievement (Anova),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
