id,pub_author,smd_tool,se_tool,pub_year,pub_year_raw_risk,pub_year_risk_value,strand_raw,pub_type_raw,pub_type_risk,pub_type_risk_value,part_assig_raw,part_assig_risk,part_assig_risk_value,eco_valid_raw,eco_valid_risk,eco_valid_risk_value,school_treat_info,school_treat_info_new,school_treat_risk,school_treat_risk_value,int_who_raw,peers,lay persons/volunteers,digital technology,parents/carers,external teachers,teaching assistants,research staff,class teachers,unclear/not specified,int_who_raw_risk_value,class_total_info,class_total_info_new,class_total_info_risk,class_total_risk_value,out_eval_raw,out_eval_risk,out_eval_risk_value,comp_anal_raw,comp_anal_risk,comp_anal_risk_value,sample_analysed_info,sample_size_risk,sample_size_risk_value,out_test_type_raw,out_test_type_raw_risk,out_test_type_raw_risk_value,out_es_type,out_es_type_raw_risk,out_es_type_risk_value,attri_perc_info,attri_perc_info_raw_risk,attri_perc_info_risk_value,clust_anal_raw,clust_anal_raw_risk,clust_anal_risk_value,rand_raw,rand_risk,rand_risk_value,NA_values,Mean,Median,raw_total
38296668,Rutt (2014),0.21,0.1097,2014,Low Risk,3,"['Teaching assistants', 'One to one tuition']",Technical report,Low Risk,3.0,Random (please specify),Low Risk,3,High ecological validity,Low Risk,3,54,54.0,Low Risk,3.0,['Teaching assistants'],False,False,False,False,False,True,False,False,False,2.0,NA,0.0,NA,NA,Is this an EEF evaluation?,NA,NA,Yes,Low Risk,3.0,318,Low Risk,3,Test type  Standardised test ,Low Risk,3,Post-test adjusted for baseline attainment AND clustering,Low Risk,3,5.357,Low Risk,3.0,Yes,Medium Risk,2,Yes,Low Risk,3,2,2.8461538461538463,3.0,37.0
38296667,Rutt (2015),0.12,0.0689,2015,Low Risk,3,"['Teaching assistants', 'Phonics', 'One to one tuition']",Technical report,Low Risk,3.0,Random (please specify),Low Risk,3,High ecological validity,Low Risk,3,15,15.0,Low Risk,3.0,['Teaching assistants'],False,False,False,False,False,True,False,False,False,2.0,NA,0.0,NA,NA,An organization commissioned independently to evaluate,Low Risk,3.0,Yes,Low Risk,3.0,557,Low Risk,3,Test type  Standardised test ,Low Risk,3,Post-test adjusted for baseline attainment AND clustering,Low Risk,3,8.688,Low Risk,3.0,Yes,Medium Risk,2,Yes,Low Risk,3,1,2.857142857142857,3.0,40.0
43099855,Ryder (2008),1.0645,0.4415,2008,Low Risk,3,"['Phonics', 'Teaching assistants', 'Small group tuition']",Journal article,Low Risk,3.0,Random (please specify),Low Risk,3,High ecological validity,Low Risk,3,1,1.0,High Risk,1.0,"['Class teachers', 'Teaching assistants']",False,False,False,False,False,True,False,True,False,3.0,4,4.0,Medium Risk,2.0,The developer,Medium Risk,2.0,Yes,Low Risk,3.0,24,High Risk,1,Test type  Researcher developed test,High Risk,1,Post-test unadjusted (select one from this group),High Risk,1,0.0,Low Risk,3.0,No,High Risk,1,Yes,Low Risk,3,0,2.2,3.0,33.0
43099897,Savage (2003),0.3572,0.2279,2003,Low Risk,3,"['Phonics', 'Teaching assistants']",Journal article,Low Risk,3.0,"Non-random, but matched",Medium Risk,2,High ecological validity,Low Risk,3,9,9.0,Low Risk,3.0,['Teaching assistants'],False,False,False,False,False,True,False,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,No,Medium Risk,2.0,108,Low Risk,3,Test type  Researcher developed test,High Risk,1,Post-test unadjusted (select one from this group),High Risk,1,3.7,Low Risk,3.0,No,High Risk,1,Yes,Low Risk,3,1,2.2857142857142856,2.5,32.0
38296671,See (2018),0.205,0.1176,2018,Low Risk,3,"['Teaching assistants', 'One to one tuition']",Technical report,Low Risk,3.0,Random (please specify),Low Risk,3,High ecological validity,Low Risk,3,35,35.0,Low Risk,3.0,['Teaching assistants'],False,False,False,False,False,True,False,False,False,2.0,NA,0.0,NA,NA,Is this an EEF evaluation?,NA,NA,No,Medium Risk,2.0,305,Low Risk,3,Test type  Standardised test ,Low Risk,3,Post-test unadjusted (select one from this group),High Risk,1,4.59,Low Risk,3.0,No,High Risk,1,Yes,Low Risk,3,2,2.5384615384615383,3.0,33.0
38296672,Sheard (2015),-0.08,0.097,2015,Low Risk,3,"['Small group tuition', 'Phonics', 'Teaching assistants']",Technical report,Low Risk,3.0,Random (please specify),Low Risk,3,High ecological validity,Low Risk,3,45,45.0,Low Risk,3.0,"['Class teachers', 'Teaching assistants']",False,False,False,False,False,True,False,True,False,3.0,NA,0.0,NA,NA,Is this an EEF evaluation?,NA,NA,Yes,Low Risk,3.0,427,Low Risk,3,Test type  Standardised test ,Low Risk,3,Post-test adjusted for baseline attainment AND clustering,Low Risk,3,45.7,High Risk,1.0,Yes,Medium Risk,2,Yes,Low Risk,3,2,2.769230769230769,3.0,36.0
37671585,Sibieta (2016),0.27,0.1,2016,Low Risk,3,['Teaching assistants'],Technical report,Low Risk,3.0,Random (please specify),Low Risk,3,High ecological validity,Low Risk,3,34,34.0,Low Risk,3.0,['Teaching assistants'],False,False,False,False,False,True,False,False,False,2.0,NA,0.0,NA,NA,Is this an EEF evaluation?,NA,NA,Yes,Low Risk,3.0,229,Low Risk,3,Test type  Standardised test ,Low Risk,3,Post-test adjusted for baseline attainment AND clustering,Low Risk,3,11.0,Medium Risk,2.0,No,High Risk,1,Yes,Low Risk,3,2,2.6923076923076925,3.0,35.0
38296673,Sibieta (2016),0.33,0.0969,2016,Low Risk,3,"['Teaching assistants', 'One to one tuition']",Technical report,Low Risk,3.0,Random (please specify),Low Risk,3,High ecological validity,Low Risk,3,27,27.0,Low Risk,3.0,['Teaching assistants'],False,False,False,False,False,True,False,False,False,2.0,NA,0.0,NA,NA,Is this an EEF evaluation?,NA,NA,Yes,Low Risk,3.0,202,Low Risk,3,Test type  Standardised test ,Low Risk,3,Post-test adjusted for baseline attainment AND clustering,Low Risk,3,29.0,High Risk,1.0,Yes,Medium Risk,2,Yes,Low Risk,3,2,2.6923076923076925,3.0,35.0
37671586,Styles (2015),0.2,0.11,2015,Low Risk,3,"['Teaching assistants', 'Oral language interventions']",Technical report,Low Risk,3.0,Random (please specify),Low Risk,3,High ecological validity,Low Risk,3,3,3.0,Medium Risk,2.0,"['Class teachers', 'Teaching assistants']",False,False,False,False,False,True,False,True,False,3.0,NA,0.0,NA,NA,Is this an EEF evaluation?,NA,NA,Yes,Low Risk,3.0,213,Low Risk,3,Test type  Standardised test ,Low Risk,3,Post-test adjusted for baseline attainment,Low Risk,3,9.36,Low Risk,3.0,No,High Risk,1,Yes,Low Risk,3,2,2.769230769230769,3.0,36.0
37671517,Swain (2010),-0.0296,0.1048,2010,Low Risk,3,['Teaching assistants'],Dissertation or thesis,Low Risk,3.0,"Non-random, not matched prior to treatment",Medium Risk,2,High ecological validity,Low Risk,3,NA,0.0,NA,NA,"['Class teachers', 'Teaching assistants']",False,False,False,False,False,True,False,True,False,3.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,No,Medium Risk,2.0,375,Low Risk,3,Test type  Standardised test ,Low Risk,3,Pre-post gain,Medium Risk,2,0.0,Low Risk,3.0,No,High Risk,1,Not applicable,Medium Risk,2,2,2.4615384615384617,3.0,32.0
43099931,Vadasy (2005),0.8129,0.3391,2005,Low Risk,3,"['Phonics', 'One to one tuition', 'Teaching assistants']",Journal article,Low Risk,3.0,"Non-random, not matched prior to treatment",Medium Risk,2,High ecological validity,Low Risk,3,6,6.0,Low Risk,3.0,['Teaching assistants'],False,False,False,False,False,True,False,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3.0,57,Medium Risk,2,Test type  Standardised test ,Low Risk,3,Post-test adjusted for baseline attainment,Low Risk,3,21.0,High Risk,1.0,No,High Risk,1,Yes,Low Risk,3,1,2.4285714285714284,3.0,34.0
37671592,Vadasy (2006),0.9523,0.2585,2006,Low Risk,3,"['Teaching assistants', 'One to one tuition']",Journal article,Low Risk,3.0,Random (please specify),Low Risk,3,High ecological validity,Low Risk,3,9,9.0,Low Risk,3.0,['Teaching assistants'],False,False,False,False,False,True,False,False,False,2.0,19,19.0,Low Risk,3.0,The developer,Medium Risk,2.0,Unclear or details not provided,Medium Risk,2.0,67,Medium Risk,2,Test type  Standardised test ,Low Risk,3,Post-test unadjusted (select one from this group),High Risk,1,10.66,Medium Risk,2.0,No,High Risk,1,No/Unclear,Medium Risk,2,0,2.3333333333333335,2.0,35.0
37671636,Vadasy (2007),0.4676,0.3096,2007,Low Risk,3,['Teaching assistants'],Journal article,Low Risk,3.0,Random (please specify),Low Risk,3,High ecological validity,Low Risk,3,9,9.0,Low Risk,3.0,['Teaching assistants'],False,False,False,False,False,True,False,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3.0,43,Medium Risk,2,Test type  Standardised test ,Low Risk,3,Post-test adjusted for baseline attainment,Low Risk,3,6.521,Low Risk,3.0,No,High Risk,1,Yes,Low Risk,3,1,2.642857142857143,3.0,37.0
37671638,Vadasy (2008),-0.0062,0.1571,2008,Low Risk,3,['Teaching assistants'],Journal article,Low Risk,3.0,Random (please specify),Low Risk,3,High ecological validity,Low Risk,3,13,13.0,Low Risk,3.0,['Teaching assistants'],False,False,False,False,False,True,False,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,No,Medium Risk,2.0,162,Low Risk,3,Test type  Standardised test ,Low Risk,3,Post-test unadjusted (select one from this group),High Risk,1,14.0,Medium Risk,2.0,Yes,Medium Risk,2,Yes,Low Risk,3,1,2.5,3.0,35.0
37671637,Vadasy (2008) TA,0.4354,0.2531,2008,Low Risk,3,['Teaching assistants'],Journal article,Low Risk,3.0,Random (please specify),Low Risk,3,High ecological validity,Low Risk,3,13,13.0,Low Risk,3.0,['Teaching assistants'],False,False,False,False,False,True,False,False,False,2.0,30,30.0,Low Risk,3.0,The developer,Medium Risk,2.0,Yes,Low Risk,3.0,64,Medium Risk,2,Test type  Standardised test ,Low Risk,3,Post-test adjusted for baseline attainment AND clustering,Low Risk,3,8.571,Low Risk,3.0,Yes,Medium Risk,2,Yes,Low Risk,3,0,2.7333333333333334,3.0,41.0
43090199,Vadasy (2008) TA,0.4966,0.187,2008,Low Risk,3,['Teaching assistants'],Journal article,Low Risk,3.0,Random (please specify),Low Risk,3,High ecological validity,Low Risk,3,12,12.0,Low Risk,3.0,['Teaching assistants'],False,False,False,False,False,True,False,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3.0,119,Low Risk,3,Test type  Standardised test ,Low Risk,3,Post-test adjusted for baseline attainment AND clustering,Low Risk,3,15.0,Medium Risk,2.0,Yes,Medium Risk,2,Yes,Low Risk,3,1,2.7142857142857144,3.0,38.0
37671588,Vadasy (2009),0.1816,0.1802,2009,Low Risk,3,"['Teaching assistants', 'Small group tuition']",Journal article,Low Risk,3.0,Random (please specify),Low Risk,3,High ecological validity,Low Risk,3,13,13.0,Low Risk,3.0,"['Class teachers', 'Teaching assistants']",False,False,False,False,False,True,False,True,False,3.0,NA,0.0,NA,NA,Unclear/not stated,Medium Risk,2.0,"Unclear or details not provided,Yes",NA,NA,212,Low Risk,3,Test type  Standardised test ,Low Risk,3,Post-test unadjusted (select one from this group),High Risk,1,12.0,Medium Risk,2.0,Yes,Medium Risk,2,Yes,Low Risk,3,2,2.6153846153846154,3.0,34.0
37671589,Vadasy (2010),0.7665,0.2607,2010,Low Risk,3,"['Teaching assistants', 'Phonics']",Journal article,Low Risk,3.0,Random (please specify),Low Risk,3,High ecological validity,Low Risk,3,NA,0.0,NA,NA,['Teaching assistants'],False,False,False,False,False,True,False,False,False,2.0,24,24.0,Low Risk,3.0,The developer,Medium Risk,2.0,Yes,Low Risk,3.0,64,Medium Risk,2,Test type  Standardised test ,Low Risk,3,Post-test unadjusted (select one from this group),High Risk,1,0.0,Low Risk,3.0,Yes,Medium Risk,2,Yes,Low Risk,3,1,2.5714285714285716,3.0,36.0
37671614,Vadasy (2013),0.6942,0.2728,2013,Low Risk,3,['Teaching assistants'],Journal article,Low Risk,3.0,Random (please specify),Low Risk,3,High ecological validity,Low Risk,3,6,6.0,Low Risk,3.0,['Teaching assistants'],False,False,False,False,False,True,False,False,False,2.0,26 (assuming that the same classroom has only participated in Cohort 1 or 2),0.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3.0,140,Low Risk,3,Test type  Standardised test ,Low Risk,3,Post-test adjusted for baseline attainment AND clustering,Low Risk,3,24.0,High Risk,1.0,Yes,Medium Risk,2,Yes,Low Risk,3,1,2.642857142857143,3.0,37.0
43090202,Wang (2008) TA,0.3489,0.1897,2008,Low Risk,3,"['Teaching assistants', 'One to one tuition']",Journal article,Low Risk,3.0,Random (please specify),Low Risk,3,High ecological validity,Low Risk,3,4,4.0,Medium Risk,2.0,['Teaching assistants'],False,False,False,False,False,True,False,False,False,2.0,1,1.0,Higher Risk,NA,The developer,Medium Risk,2.0,No,Medium Risk,2.0,139,Low Risk,3,Test type  Standardised test ,Low Risk,3,Post-test unadjusted (select one from this group),High Risk,1,0.0,Low Risk,3.0,No,High Risk,1,Not applicable,Medium Risk,2,1,2.357142857142857,2.5,33.0
37671616,Welch (1995),-0.003,0.0646,1995,Medium Risk,2,['Teaching assistants'],Journal article,Low Risk,3.0,"Non-random, not matched prior to treatment",Medium Risk,2,High ecological validity,Low Risk,3,1,1.0,High Risk,1.0,"['Class teachers', 'Teaching assistants']",False,False,False,False,False,True,False,True,False,3.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3.0,964,Low Risk,3,Test type  National test,Low Risk,3,Post-test adjusted for baseline attainment,Low Risk,3,0.0,Low Risk,3.0,No,High Risk,1,Not applicable,Medium Risk,2,1,2.4285714285714284,3.0,34.0
37671591,Word (1990),0.018,0.0626,1990,Medium Risk,2,['Teaching assistants'],Technical report,Low Risk,3.0,Random (please specify),Low Risk,3,High ecological validity,Low Risk,3,NA,0.0,NA,NA,"['Class teachers', 'Teaching assistants']",False,False,False,False,False,True,False,True,False,3.0,200,200.0,Low Risk,3.0,A different organization paid by developer,Medium Risk,2.0,Yes,Low Risk,3.0,4500,Low Risk,3,Test type  National test,Low Risk,3,Post-test adjusted for baseline attainment AND clustering,Low Risk,3,0.0,Low Risk,3.0,Yes,Medium Risk,2,Yes,Low Risk,3,1,2.7857142857142856,3.0,39.0
